City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Description
220,Dicabisagan,PH,2021-12-12 22:41:42,17.0818,122.4157,74.88,82,100,12.35,overcast clouds
221,Bredasdorp,ZA,2021-12-12 22:40:22,-34.5322,20.0403,60.28,86,100,3.74,overcast clouds
222,Sawakin,SD,2021-12-12 22:41:42,19.1059,37.3321,80.55,71,3,10.29,clear sky
223,Thinadhoo,MV,2021-12-12 22:41:42,0.5333,72.9333,80.6,75,93,8.14,overcast clouds
224,Turkistan,KZ,2021-12-12 22:41:43,43.0,68.0,44.38,80,100,11.63,overcast clouds
225,Santa Cruz,BO,2021-12-12 22:41:43,-17.8,-63.1667,78.85,83,90,5.75,overcast clouds
226,Husavik,IS,2021-12-12 22:41:43,66.0449,-17.3389,40.91,79,95,13.69,overcast clouds
227,Clyde River,CA,2021-12-12 22:41:44,70.4692,-68.5914,-1.97,92,90,10.36,light snow
228,Kattivakkam,IN,2021-12-12 22:41:44,13.2167,80.3167,80.08,89,46,11.12,scattered clouds
229,Havoysund,NO,2021-12-12 22:41:45,70.9963,24.6622,32.88,98,100,10.07,light snow
230,Beloha,MG,2021-12-12 22:37:17,-25.1667,45.05,72.0,84,55,6.89,broken clouds
231,Souillac,MU,2021-12-12 22:41:45,-20.5167,57.5167,75.58,88,75,17.27,light intensity shower rain
232,Guadalajara,MX,2021-12-12 22:38:37,20.6667,-103.3333,81.99,23,20,10.36,few clouds
233,Kieta,PG,2021-12-12 22:41:45,-6.2167,155.6333,85.1,73,94,2.8,light rain
234,San Carlos De Bariloche,AR,2021-12-12 22:41:46,-41.1456,-71.3082,49.75,57,40,25.32,scattered clouds
235,Liverpool,GB,2021-12-12 22:37:52,53.4106,-2.9779,54.28,81,20,5.99,few clouds
236,San Cristobal,VE,2021-12-12 22:35:06,7.7669,-72.225,75.38,82,70,4.0,broken clouds
237,Olafsvik,IS,2021-12-12 22:41:46,64.8945,-23.7142,41.88,89,99,19.73,light rain
238,College,US,2021-12-12 22:40:51,64.8569,-147.8028,-8.79,68,75,0.0,mist
239,Aksarka,RU,2021-12-12 22:41:47,66.5606,67.7975,-9.51,100,90,2.33,overcast clouds
240,Geraldton,AU,2021-12-12 22:31:08,-28.7667,114.6,57.61,82,58,5.75,broken clouds
241,Bathsheba,BB,2021-12-12 22:41:47,13.2167,-59.5167,81.21,83,75,18.41,broken clouds
242,Hamilton,US,2021-12-12 22:28:36,39.1834,-84.5333,45.79,49,1,1.99,clear sky
243,Buenos Aires,AR,2021-12-12 22:40:01,-34.6132,-58.3772,78.98,71,75,6.91,broken clouds
244,Minab,IR,2021-12-12 22:41:48,27.1467,57.0801,54.9,23,0,12.1,clear sky
245,Sept-Iles,CA,2021-12-12 22:40:25,50.2001,-66.3821,29.05,67,40,21.0,scattered clouds
246,Iqaluit,CA,2021-12-12 22:41:48,63.7506,-68.5145,6.53,65,75,10.0,broken clouds
247,Curaca,BR,2021-12-12 22:41:49,-8.9903,-39.9094,86.76,35,96,5.37,overcast clouds
248,Billings,US,2021-12-12 22:41:49,45.7833,-108.5007,49.77,34,20,13.8,few clouds
249,North Bend,US,2021-12-12 22:41:50,43.4065,-124.2243,49.86,98,99,1.01,overcast clouds
250,Petropavlovsk-Kamchatskiy,RU,2021-12-12 22:41:50,53.0452,158.6483,27.19,74,75,4.47,broken clouds
251,Marataizes,BR,2021-12-12 22:41:50,-21.0433,-40.8244,76.68,89,83,19.33,moderate rain
252,Tinskoy,RU,2021-12-12 22:41:50,56.1525,96.9161,10.78,93,100,8.16,overcast clouds
253,Ngunguru,NZ,2021-12-12 22:41:51,-35.6167,174.5,72.16,92,100,10.8,overcast clouds
254,Todos Santos,MX,2021-12-12 22:41:51,23.45,-110.2167,79.02,68,51,5.21,broken clouds
255,Hofn,IS,2021-12-12 22:34:40,64.2539,-15.2082,38.86,90,100,2.3,overcast clouds
256,Carutapera,BR,2021-12-12 22:41:52,-1.195,-46.02,79.41,83,25,7.92,scattered clouds
257,Wanning,CN,2021-12-12 22:42:52,18.8003,110.3967,67.96,79,38,12.39,scattered clouds
258,Tsabong,BW,2021-12-12 22:42:53,-26.0217,22.401,77.05,45,100,16.24,overcast clouds
259,Moses Lake,US,2021-12-12 22:42:53,47.1301,-119.2781,45.28,49,1,16.11,clear sky
260,Sur,OM,2021-12-12 22:34:00,22.5667,59.5289,70.36,63,6,6.11,clear sky
261,Isla Mujeres,MX,2021-12-12 22:40:03,21.2311,-86.731,82.45,73,37,9.78,scattered clouds
262,Salalah,OM,2021-12-12 22:41:28,17.0151,54.0924,73.49,38,0,9.22,clear sky
263,Kudahuvadhoo,MV,2021-12-12 22:35:09,2.6708,72.8944,80.04,78,100,5.12,overcast clouds
264,Cayenne,GF,2021-12-12 22:42:54,4.9333,-52.3333,77.04,92,75,4.61,moderate rain
265,Bengkulu,ID,2021-12-12 22:42:54,-3.8004,102.2655,74.77,88,100,3.8,overcast clouds
266,Molepolole,BW,2021-12-12 22:42:55,-24.4066,25.4951,69.94,71,100,3.53,overcast clouds
267,Khandyga,RU,2021-12-12 22:42:55,62.6667,135.6,-41.84,100,62,1.25,broken clouds
268,Uige,AO,2021-12-12 22:42:55,-7.6087,15.0613,66.96,98,100,0.56,light rain
269,Taoudenni,ML,2021-12-12 22:38:52,22.6783,-3.9836,67.87,17,57,14.14,broken clouds
270,Port Hardy,CA,2021-12-12 22:42:13,50.6996,-127.4199,37.76,100,75,3.44,light shower snow
271,Miri,MY,2021-12-12 22:42:56,4.4148,114.0089,75.34,94,40,0.0,scattered clouds
272,Contamana,PE,2021-12-12 22:42:56,-7.3333,-75.0167,88.41,50,90,5.93,overcast clouds
273,Ugoofaaru,MV,2021-12-12 22:42:56,5.6667,73.0,82.4,75,100,16.28,overcast clouds
274,Galeana,MX,2021-12-12 22:42:57,24.8333,-100.0667,71.31,41,14,3.74,few clouds
275,Guerrero Negro,MX,2021-12-12 22:42:57,27.9769,-114.0611,66.34,48,41,10.04,scattered clouds
276,Gamba,GA,2021-12-12 22:42:58,-2.65,10.0,75.47,93,99,2.66,overcast clouds
277,Glendive,US,2021-12-12 22:42:58,47.1053,-104.7125,49.62,43,1,5.75,clear sky
278,Klaksvik,FO,2021-12-12 22:42:58,62.2266,-6.589,41.92,73,100,17.56,overcast clouds
279,Saveh,IR,2021-12-12 22:42:59,35.0213,50.3566,46.94,45,0,2.44,clear sky
280,Thompson,CA,2021-12-12 22:42:59,55.7435,-97.8558,3.36,78,90,0.0,light snow
281,Tilichiki,RU,2021-12-12 22:32:00,60.4667,166.1,-7.87,81,100,17.67,overcast clouds
282,Padampur,IN,2021-12-12 22:42:59,29.6833,73.6167,55.4,24,58,5.84,broken clouds
283,Hilton Head Island,US,2021-12-12 22:43:00,32.2163,-80.7526,60.91,62,1,9.22,clear sky
284,Siteki,SZ,2021-12-12 22:43:00,-26.45,31.95,67.53,92,100,2.62,light rain
285,Alofi,NU,2021-12-12 22:43:00,-19.0595,-169.9187,82.29,69,7,11.5,clear sky
286,Wellington,NZ,2021-12-12 22:43:01,-41.2866,174.7756,69.76,80,75,1.01,broken clouds
287,Graham,US,2021-12-12 22:43:01,47.0529,-122.2943,40.37,93,75,0.0,broken clouds
288,Magadan,RU,2021-12-12 22:43:01,59.5667,150.8,7.54,95,100,11.03,light snow
289,Tukrah,LY,2021-12-12 22:43:02,32.5341,20.5791,59.0,68,21,9.91,few clouds
290,Lavrentiya,RU,2021-12-12 22:43:02,65.5833,-171.0,-14.46,88,16,3.27,few clouds
291,Beyneu,KZ,2021-12-12 22:43:03,45.3167,55.2,21.92,68,7,9.73,clear sky
292,Saint-Augustin,CA,2021-12-12 22:43:03,51.226,-58.6502,28.36,69,91,28.59,overcast clouds
293,Tarime,TZ,2021-12-12 22:43:03,-1.35,34.3667,62.01,82,87,5.5,overcast clouds
294,Baruun-Urt,MN,2021-12-12 22:43:04,46.6806,113.2792,13.37,61,3,20.85,clear sky
295,San Gabriel,US,2021-12-12 22:43:04,34.0961,-118.1058,68.88,31,1,5.75,clear sky
296,Wanxian,CN,2021-12-12 22:43:04,30.8039,108.3897,49.35,85,94,2.48,overcast clouds
297,Churachandpur,IN,2021-12-12 22:43:05,24.3333,93.6667,46.29,89,0,2.19,clear sky
298,Santa Barbara,US,2021-12-12 22:39:22,34.7333,-120.0343,58.3,39,1,6.91,haze
299,Atar,MR,2021-12-12 22:43:05,20.5169,-13.0499,70.83,16,82,8.68,broken clouds
300,Bac Lieu,VN,2021-12-12 22:43:05,9.285,105.7244,74.57,88,88,5.1,overcast clouds
301,Severomuysk,RU,2021-12-12 22:43:06,56.1481,113.4267,-4.86,99,100,3.98,overcast clouds
302,Meulaboh,ID,2021-12-12 22:43:06,4.1363,96.1285,75.45,90,88,1.63,overcast clouds
303,Turkan,AZ,2021-12-12 22:43:06,40.3639,50.215,46.58,81,90,4.61,overcast clouds
304,Kavaratti,IN,2021-12-12 22:34:03,10.5669,72.642,81.09,73,91,2.98,overcast clouds
305,Anori,BR,2021-12-12 22:43:07,-3.7728,-61.6442,75.11,98,100,1.28,overcast clouds
306,Turinsk,RU,2021-12-12 22:44:07,58.0458,63.696,15.21,77,19,9.62,few clouds
307,Port Macquarie,AU,2021-12-12 22:39:18,-31.4333,152.9167,72.9,60,1,10.16,clear sky
308,Bereda,ES,2021-12-12 22:44:08,43.2686,-7.5406,46.58,100,74,1.88,broken clouds
309,Laguna,US,2021-12-12 22:40:13,38.421,-121.4238,54.91,85,90,3.0,overcast clouds
310,Sivaki,RU,2021-12-12 22:44:08,52.6333,126.75,-3.91,85,67,3.09,broken clouds
311,San Quintin,MX,2021-12-12 22:35:05,30.4833,-115.95,62.2,60,2,10.18,clear sky
312,Mount Vernon,US,2021-12-12 22:39:09,40.9126,-73.8371,46.83,45,1,8.99,clear sky
313,Kaitangata,NZ,2021-12-12 22:40:38,-46.2817,169.8464,59.94,65,62,5.19,broken clouds
314,Auki,SB,2021-12-12 22:44:09,-8.7676,160.7034,85.44,72,92,10.27,heavy intensity rain
315,Kristiansund,NO,2021-12-12 22:44:09,63.1115,7.732,39.85,87,40,3.44,scattered clouds
316,Ust-Tsilma,RU,2021-12-12 22:44:09,65.441,52.1498,17.51,95,100,4.68,overcast clouds
317,Yerbogachen,RU,2021-12-12 22:44:10,61.2767,108.0108,-41.08,99,37,3.74,scattered clouds
318,Hyeres,FR,2021-12-12 22:44:10,43.1167,6.1167,49.68,83,0,4.61,clear sky
319,Prince Rupert,CA,2021-12-12 22:44:11,54.3161,-130.3201,37.09,60,1,6.91,clear sky
320,Sovetskiy,RU,2021-12-12 22:44:11,61.3614,63.5842,12.24,88,89,5.88,overcast clouds
321,Ola,RU,2021-12-12 22:44:11,59.5833,151.2833,8.15,91,100,11.14,light snow
322,Dahanu,IN,2021-12-12 22:44:12,19.9667,72.7333,74.35,61,6,4.63,clear sky
323,Escanaba,US,2021-12-12 22:44:12,45.7453,-87.0646,36.68,80,1,8.05,light rain
324,Miura,JP,2021-12-12 22:44:12,35.14,139.6192,52.95,57,56,23.47,broken clouds
325,Savelugu,GH,2021-12-12 22:44:13,9.6244,-0.8253,83.71,19,99,5.93,overcast clouds
326,Baykit,RU,2021-12-12 22:44:13,61.67,96.37,-25.19,99,40,2.21,scattered clouds
327,Invermere,CA,2021-12-12 22:44:13,50.5167,-116.0354,26.44,82,31,2.24,scattered clouds
328,Beberibe,BR,2021-12-12 22:44:14,-4.1797,-38.1306,86.16,78,35,13.96,scattered clouds
329,Mae Chan,TH,2021-12-12 22:44:14,20.1467,99.8526,64.06,90,0,1.52,clear sky
330,Axim,GH,2021-12-12 22:44:14,4.8699,-2.2405,79.77,85,66,6.11,broken clouds
331,Tsnori,GE,2021-12-12 22:44:15,41.6209,45.9694,43.84,85,60,1.77,broken clouds
332,Tiksi,RU,2021-12-12 22:44:15,71.6872,128.8694,-18.94,100,100,2.89,overcast clouds
333,Port Lincoln,AU,2021-12-12 22:44:15,-34.7333,135.8667,62.47,64,88,14.36,overcast clouds
334,Canillo,AD,2021-12-12 22:44:16,42.5833,1.6667,30.49,75,19,1.03,few clouds
335,Sisimiut,GL,2021-12-12 22:44:16,66.9395,-53.6735,15.84,86,60,10.0,broken clouds
336,Melfort,CA,2021-12-12 22:42:15,52.8667,-104.6177,21.33,86,93,6.91,snow
337,Bilma,NE,2021-12-12 22:41:30,18.6853,12.9164,65.73,11,17,8.86,few clouds
338,Pisco,PE,2021-12-12 22:44:17,-13.7,-76.2167,69.85,83,20,18.41,few clouds
339,Preobrazheniye,RU,2021-12-12 22:44:17,42.9019,133.9064,16.12,54,9,14.38,clear sky
340,Bilibino,RU,2021-12-12 22:44:17,68.0546,166.4372,-34.91,96,15,4.88,few clouds
341,Bandarbeyla,SO,2021-12-12 22:35:15,9.4942,50.8122,76.41,77,3,21.72,clear sky
342,Valky,UA,2021-12-12 22:44:18,49.8387,35.6207,28.26,65,100,13.35,overcast clouds
343,Vestmannaeyjar,IS,2021-12-12 22:42:23,63.4427,-20.2734,43.84,70,99,20.62,light rain
344,Saint George,US,2021-12-12 22:42:03,37.1041,-113.5841,61.27,37,1,3.0,clear sky
345,Kandrian,PG,2021-12-12 22:44:18,-6.2167,149.55,81.54,82,100,4.41,overcast clouds
346,Afsin,TR,2021-12-12 22:44:19,38.2477,36.914,38.14,77,100,0.83,overcast clouds
347,Butterworth,MY,2021-12-12 22:44:19,5.3991,100.3638,80.01,82,20,0.0,few clouds
348,Isangel,VU,2021-12-12 22:39:54,-19.55,169.2667,83.21,77,100,10.02,overcast clouds
349,Norman Wells,CA,2021-12-12 22:44:19,65.282,-126.8329,-2.16,71,75,12.66,light snow
350,Alice Springs,AU,2021-12-12 22:40:28,-23.7,133.8833,80.15,28,26,10.36,scattered clouds
351,Necochea,AR,2021-12-12 22:44:20,-38.5473,-58.7368,68.04,61,85,7.54,overcast clouds
352,Sungaipenuh,ID,2021-12-12 22:45:20,-2.0833,101.3833,64.09,96,96,2.8,overcast clouds
353,Tezu,IN,2021-12-12 22:45:21,27.9167,96.1667,58.15,53,29,3.71,scattered clouds
354,Leningradskiy,RU,2021-12-12 22:45:21,69.3833,178.4167,-31.25,91,3,4.41,clear sky
355,Port Augusta,AU,2021-12-12 22:41:01,-32.5,137.7667,66.34,61,37,18.72,scattered clouds
356,Ballina,AU,2021-12-12 22:45:21,-28.8667,153.5667,71.64,84,90,6.91,overcast clouds
357,Maridi,SS,2021-12-12 22:45:22,4.9158,29.4742,73.54,33,97,4.9,overcast clouds
358,Ayotzintepec,MX,2021-12-12 22:45:22,17.6667,-96.1333,72.63,93,59,3.76,broken clouds
359,Walvis Bay,NA,2021-12-12 22:45:23,-22.9575,14.5053,61.75,82,0,4.61,clear sky
360,Somerton,US,2021-12-12 22:44:03,32.5964,-114.7097,69.01,21,1,4.61,clear sky
361,Ahipara,NZ,2021-12-12 22:45:23,-35.1667,173.1667,70.56,92,100,7.27,moderate rain
362,Qeshm,IR,2021-12-12 22:45:23,26.9581,56.2719,62.49,42,0,19.64,clear sky
363,Quesada,CR,2021-12-12 22:45:24,10.3238,-84.4271,81.91,88,37,5.53,scattered clouds
364,Diamantina,BR,2021-12-12 22:45:24,-18.2494,-43.6003,65.37,95,97,5.64,light rain
365,Algarrobo,CO,2021-12-12 22:45:24,10.1869,-74.5753,81.19,67,94,9.22,overcast clouds
366,Kruisfontein,ZA,2021-12-12 22:45:24,-34.0033,24.7314,68.88,94,100,8.72,overcast clouds
367,Seaford,GB,2021-12-12 22:45:25,50.7714,0.1027,54.16,88,87,13.0,overcast clouds
368,Nara,JP,2021-12-12 22:43:28,34.6851,135.8049,49.28,56,97,11.27,overcast clouds
369,Mumbwa,ZM,2021-12-12 22:45:25,-14.9783,27.0619,76.51,33,57,9.66,broken clouds
370,Lompoc,US,2021-12-12 22:45:26,34.6391,-120.4579,65.12,57,1,14.97,clear sky
371,Khor,RU,2021-12-12 22:45:26,47.8861,134.9464,1.83,90,91,13.04,overcast clouds
372,The Pas,CA,2021-12-12 22:45:22,53.8251,-101.2541,15.82,92,90,2.3,overcast clouds
373,Dawson,US,2021-12-12 22:45:26,31.7735,-84.4466,62.02,46,0,5.61,clear sky
374,Deputatskiy,RU,2021-12-12 22:41:13,69.3,139.9,-33.41,100,97,1.32,overcast clouds
375,Florence,IT,2021-12-12 22:44:40,43.7667,11.25,46.49,71,65,5.75,broken clouds
376,Eyl,SO,2021-12-12 22:45:27,7.9803,49.8164,75.02,77,19,19.48,few clouds
377,Varnavino,RU,2021-12-12 22:45:27,57.4035,45.0916,10.83,94,89,6.11,overcast clouds
378,Narsaq,GL,2021-12-12 22:45:27,60.9167,-46.05,19.62,79,3,3.15,clear sky
379,Cururupu,BR,2021-12-12 22:45:28,-1.8283,-44.8683,79.2,84,58,5.46,broken clouds
380,Fremont,US,2021-12-12 22:45:28,37.5483,-121.9886,56.59,75,75,5.99,light rain
381,Luderitz,NA,2021-12-12 22:45:28,-26.6481,15.1594,61.63,83,2,10.78,clear sky
382,Nuuk,GL,2021-12-12 22:45:29,64.1835,-51.7216,20.01,79,20,17.27,few clouds
383,Oistins,BB,2021-12-12 22:41:19,13.0667,-59.5333,80.69,83,75,18.41,broken clouds
384,Provideniya,RU,2021-12-12 22:45:29,64.3833,-173.3,-8.64,64,0,2.24,clear sky
385,Meadow Lake,US,2021-12-12 22:45:22,34.8014,-106.5436,59.77,22,2,2.57,clear sky
386,Pangai,TO,2021-12-12 22:45:29,-19.8,-174.35,82.51,69,20,13.8,few clouds
387,Constitucion,CL,2021-12-12 22:45:30,-35.3333,-72.4167,57.96,62,1,18.7,clear sky
388,La Sarre,CA,2021-12-12 22:40:42,48.8002,-79.1996,33.13,81,100,14.63,overcast clouds
389,Westport,US,2021-12-12 22:45:30,41.1415,-73.3579,46.74,45,1,4.0,clear sky
390,Taft,IR,2021-12-12 22:45:31,31.7471,54.2088,40.95,45,0,4.61,clear sky
391,Coquimbo,CL,2021-12-12 22:43:16,-29.9533,-71.3436,67.73,59,0,12.66,clear sky
392,Namibe,AO,2021-12-12 22:45:31,-15.1961,12.1522,71.4,77,53,5.46,broken clouds
393,Carnduff,CA,2021-12-12 22:45:31,49.1667,-101.8009,36.37,86,79,9.64,broken clouds
394,Banda Aceh,ID,2021-12-12 22:41:05,5.5577,95.3222,77.07,86,17,12.39,few clouds
395,Shimoda,JP,2021-12-12 22:45:32,34.6667,138.95,53.1,61,0,19.84,clear sky
396,Irece,BR,2021-12-12 22:45:32,-11.3042,-41.8558,71.92,77,95,10.13,overcast clouds
397,Boa Vista,BR,2021-12-12 22:45:32,2.8197,-60.6733,82.38,69,40,8.05,scattered clouds
398,Yar-Sale,RU,2021-12-12 22:46:33,66.8333,70.8333,-16.98,100,72,3.65,broken clouds
399,Rafai,CF,2021-12-12 22:46:33,4.95,23.9167,74.14,41,82,3.6,broken clouds
400,Terrasini,IT,2021-12-12 22:46:33,38.146,13.0844,53.08,81,75,3.44,broken clouds
401,Berlevag,NO,2021-12-12 22:42:02,70.8578,29.0864,32.0,74,75,11.5,broken clouds
402,Sakaiminato,JP,2021-12-12 22:46:34,35.55,133.2333,46.38,57,75,9.22,broken clouds
403,Manzhouli,CN,2021-12-12 22:46:34,49.6,117.4333,4.75,90,98,4.38,overcast clouds
404,Naze,JP,2021-12-12 22:42:18,28.3667,129.4833,59.92,69,81,18.23,broken clouds
405,Grafton,US,2021-12-12 22:46:34,42.207,-71.6856,41.56,52,1,1.01,clear sky
406,Cartagena Del Chaira,CO,2021-12-12 22:42:16,1.3349,-74.8429,79.95,63,56,2.93,light rain
407,Albemarle,US,2021-12-12 22:46:35,35.3501,-80.2001,48.81,65,1,0.0,clear sky
408,Oranjestad,AW,2021-12-12 22:44:20,12.524,-70.027,82.35,83,40,3.0,scattered clouds
409,Sao Gabriel Da Cachoeira,BR,2021-12-12 22:46:36,-0.1303,-67.0892,75.99,96,79,0.54,light rain
410,Gazalkent,UZ,2021-12-12 22:46:36,41.5581,69.7708,37.76,84,88,5.66,overcast clouds
411,Leiyang,CN,2021-12-12 22:46:36,26.4024,112.8591,49.17,81,99,4.23,overcast clouds
412,Fomboni,KM,2021-12-12 22:46:37,-12.28,43.7425,81.18,74,94,14.29,overcast clouds
413,Port-Gentil,GA,2021-12-12 22:46:37,-0.7193,8.7815,79.45,81,99,6.17,overcast clouds
414,Rawson,AR,2021-12-12 22:46:37,-43.3002,-65.1023,58.75,66,91,17.87,light rain
415,Baiao,BR,2021-12-12 22:46:38,-2.7906,-49.6717,77.02,89,96,1.28,overcast clouds
416,Fukue,JP,2021-12-12 22:46:38,32.6881,128.8419,47.03,66,56,20.85,broken clouds
417,Kirakira,SB,2021-12-12 22:46:38,-10.4544,161.9205,83.7,81,96,14.58,overcast clouds
418,Martapura,ID,2021-12-12 22:46:39,-3.4167,114.85,77.09,100,40,3.44,scattered clouds
419,Boffa,GN,2021-12-12 22:43:47,10.1667,-14.0333,80.51,78,93,3.83,overcast clouds
420,Guzelyurt,TR,2021-12-12 22:46:39,38.2772,34.3719,27.39,29,34,5.7,scattered clouds
421,Mocuba,MZ,2021-12-12 22:43:12,-16.8392,36.9856,79.84,61,2,5.37,clear sky
422,Christchurch,NZ,2021-12-12 22:45:22,-43.5333,172.6333,63.32,71,90,8.01,overcast clouds
423,Batagay-Alyta,RU,2021-12-12 22:46:40,67.8006,130.4114,-33.18,99,94,4.18,overcast clouds
424,Warrington,GB,2021-12-12 22:46:40,53.3925,-2.5802,54.45,82,20,3.0,few clouds
425,Wajid,SO,2021-12-12 22:43:29,3.8093,43.2471,79.09,60,96,11.97,overcast clouds
426,Roura,GF,2021-12-12 22:46:40,4.7263,-52.3274,76.96,94,75,4.61,broken clouds
427,Tessalit,ML,2021-12-12 22:46:41,20.1986,1.0114,69.76,9,14,8.93,few clouds
428,North Bay,CA,2021-12-12 22:46:41,46.3168,-79.4663,40.98,75,40,17.27,scattered clouds
429,Denpasar,ID,2021-12-12 22:46:41,-8.65,115.2167,78.46,94,40,3.44,scattered clouds
430,Bethel,US,2021-12-12 22:46:42,41.3712,-73.414,43.57,45,1,3.44,clear sky
431,Mishan,CN,2021-12-12 22:46:42,45.55,131.8833,7.0,73,5,19.42,clear sky
432,Kupang,ID,2021-12-12 22:46:42,-10.1667,123.5833,79.38,100,20,1.14,few clouds
433,Taksimo,RU,2021-12-12 22:46:43,56.3444,114.8794,-7.73,99,100,1.52,overcast clouds
434,Bone,DE,2021-12-12 22:46:43,51.9669,12.1396,41.63,97,100,4.85,overcast clouds
435,Visby,SE,2021-12-12 22:46:43,57.6409,18.296,32.77,93,90,4.61,overcast clouds
436,Faya,SA,2021-12-12 22:46:44,18.3851,42.4509,48.72,44,6,3.53,clear sky
437,Rafsanjan,IR,2021-12-12 22:46:06,30.4067,55.9939,44.47,43,0,2.93,clear sky
438,San Policarpo,PH,2021-12-12 22:46:44,12.1791,125.5072,79.77,86,100,17.69,overcast clouds
439,Menongue,AO,2021-12-12 22:46:44,-14.6585,17.691,63.73,94,96,0.78,light rain
440,Halvad,IN,2021-12-12 22:46:45,23.0167,71.1833,68.38,51,0,6.49,clear sky
